Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
ENGASE,1.7297671603135747,3.6102506391243873e-10,MB_vs_Glial,ENGASE,64772,Up
VEZF1,1.8344207329544275,3.6654206503647846e-10,MB_vs_Glial,VEZF1,7716,Up
SMC1A,1.9644092329425114,3.693096056622427e-10,MB_vs_Glial,SMC1A,8243,Up
NCAPH,2.814274742861972,3.7777698710530434e-10,MB_vs_Glial,NCAPH,23397,Up
UBE2T,3.332541812849419,3.938642406184351e-10,MB_vs_Glial,UBE2T,29089,Up
ZCCHC17,3.194369151561588,4.283436244434492e-10,MB_vs_Glial,ZCCHC17,51538,Up
OTX2,3.155444977054735,4.511171533671414e-10,MB_vs_Glial,OTX2,5015,Up
LUC7L3,1.7957710113250727,4.826421549308187e-10,MB_vs_Glial,LUC7L3,51747,Up
PPP4R3A,1.5759123779933724,4.826421549308187e-10,MB_vs_Glial,PPP4R3A,55671,Up
IK,1.9165828407644234,4.843993716735869e-10,MB_vs_Glial,IK,3550,Up
HCFC1,1.635713584797525,4.91598689133636e-10,MB_vs_Glial,HCFC1,3054,Up
HPF1,1.9747737530318012,5.26777810752995e-10,MB_vs_Glial,HPF1,54969,Up
LUC7L,1.9064607380320524,5.451000632952197e-10,MB_vs_Glial,LUC7L,55692,Up
SNRNP200,1.789298849135335,5.451000632952197e-10,MB_vs_Glial,SNRNP200,23020,Up
NCBP3,1.8645378473326915,5.532974914133893e-10,MB_vs_Glial,NCBP3,55421,Up
DHPS,1.9252210671478984,5.624213460547907e-10,MB_vs_Glial,DHPS,1725,Up
IWS1,1.5737816852144206,6.0170614600973e-10,MB_vs_Glial,IWS1,55677,Up
GTF3C1,1.5144889519524014,6.293271982094406e-10,MB_vs_Glial,GTF3C1,2975,Up
KHDRBS1,2.028328961801936,6.304081309591187e-10,MB_vs_Glial,KHDRBS1,10657,Up
CHD3,1.89952692577247,6.304081309591187e-10,MB_vs_Glial,CHD3,1107,Up
MDN1,1.778947394150304,6.474102679412799e-10,MB_vs_Glial,MDN1,23195,Up
ORC3,1.9077434220181964,6.590392899884582e-10,MB_vs_Glial,ORC3,23595,Up
