Gene,adj.P.Val_ANOVA,Max_Delta_Log2,logFC,adj.P.Val
IKBIP,1.5566923979416924e-58,3.15760166449369,3.15760166449369,2.220699678020571e-6
B4GALT1,1.2422659236582344e-58,2.8091237262277033,2.780593029887534,2.220699678020571e-6
OBSL1,4.4303758667508427e-60,2.2977166529951667,-2.2977166529951667,2.220699678020571e-6
GNPNAT1,2.7701160550205936e-63,2.2201277597587854,2.2201277597587854,2.220699678020571e-6
EIF2AK4,2.4542265160967435e-62,2.1823563258470777,2.1823563258470777,2.4199242855874324e-6
HMGA2,2.2307955643655487e-50,4.358771860365707,4.358771860365707,4.690491808517992e-6
CNNM2,1.4979328935594951e-53,3.2144417732681916,3.0671378098508892,4.690491808517992e-6
MYO1G,1.161116907742892e-46,4.389975480697306,4.389975480697306,5.602620965899642e-6
GALNT4,3.02898568224895e-52,3.3808616799949505,3.3808616799949505,6.31968404332983e-6
SMARCAD1,1.757372938876207e-66,2.540939934563717,1.4611488243179807,7.91328929661266e-6
PITPNA,1.3882044735566347e-62,2.384533553126513,-2.384533553126513,8.851604200401601e-6
TFB2M,1.2185860785827501e-45,4.533287344501753,4.348789174742976,8.946717391132778e-6
ITM2C,2.730179976018383e-57,3.9303602662592816,-3.226663371222326,9.123044306821767e-6
ADD1,2.4625957450989748e-57,4.169884554260815,-3.4104763304621635,1.0183296621316722e-5
NDRG2,1.2725818643204907e-49,6.194795211001274,-5.597136909524238,1.2481060373714562e-5
ATP4A,4.086320854361889e-56,3.9563587729548146,-3.5831603872273696,1.2491909780660333e-5
ERCC3,7.816443137163306e-50,3.561159847957013,3.561159847957013,1.3697326696034138e-5
